round,agent,price,marketing,market_share,customers,revenue,profit,rationale
6,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
6,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
7,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
7,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
7,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
8,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
8,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
8,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
9,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
9,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
9,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
10,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
10,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
10,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
11,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
11,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
11,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
12,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
12,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
12,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
13,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
13,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
13,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
14,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
14,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
14,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
15,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
15,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
15,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
16,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
16,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
16,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
17,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
17,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
17,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
18,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
18,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
18,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
19,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
19,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
19,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
20,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
20,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
20,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
21,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
21,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
21,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
22,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
22,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
22,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
23,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
23,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
23,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
24,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
24,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
24,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
25,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
25,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
25,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
26,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
26,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
26,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
27,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
27,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
27,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
28,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
28,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
28,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
29,A,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
29,B,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
29,C,2.02,0.0,0.09489174098302489,94.89174098302489,191.68131678571027,1.8978348196604884,undercut cheapest competitor
