round,agent,price,marketing,market_share,customers,revenue,profit,rationale
13,A,2.401978325311546,0.0,0.07267984572745556,72.67984572745556,174.57541412433523,29.21572266942411,undercut cheapest competitor
13,B,2.6,0.0,0.059623062040213205,59.623062040213206,155.01996130455433,35.77383722412792,fixed cost-plus markup
13,C,2.5144585130838393,0.0,0.0649478040782472,64.9478040782472,163.30855887064996,33.412950714155556,match market average with noise
14,A,2.388735587429647,0.0,0.07353939324202603,73.53939324202604,175.6661657152109,28.58737923115882,undercut cheapest competitor
14,B,2.6,0.0,0.05953454977691264,59.53454977691264,154.78982941997288,35.72072986614759,fixed cost-plus markup
14,C,2.506516707719427,0.0,0.06536847475294115,65.36847475294115,163.84717412638255,33.11022462050025,match market average with noise
15,A,2.3811908723334554,0.0,0.07381299324357184,73.81299324357184,175.76282577120426,28.136839284060585,undercut cheapest competitor
15,B,2.6,0.0,0.05930689952051655,59.30689952051655,154.19793875334304,35.584139712309934,fixed cost-plus markup
15,C,2.4575348811889666,0.0,0.06838754842350933,68.38754842350933,168.0647856897737,31.289688842755027,match market average with noise
16,A,2.334658137129518,0.0,0.07696545571653624,76.96545571653624,179.6880274664929,25.75711603342043,undercut cheapest competitor
16,B,2.6,0.0,0.05902817257810206,59.028172578102065,153.47324870306537,35.416903546861235,fixed cost-plus markup
16,C,2.440053166932427,0.0,0.06926651942892517,69.26651942892518,169.01399009493537,30.48095123708501,match market average with noise
17,A,2.3180505085858054,0.0,0.0783632112230254,78.3632112230254,181.64988162995093,24.92345918390012,undercut cheapest competitor
17,B,2.6,0.0,0.05911029356297311,59.110293562973105,153.68676326373009,35.466176137783876,fixed cost-plus markup
17,C,2.479485213745932,0.0,0.06668098751008482,66.68098751008482,165.3345225692325,31.972547549062853,match market average with noise
18,A,2.3555109530586353,0.0,0.07591874049930157,75.91874049930158,178.82742478852109,26.98994378991793,undercut cheapest competitor
18,B,2.6,0.0,0.0594523123078507,59.4523123078507,154.57601200041182,35.67138738471043,fixed cost-plus markup
18,C,2.5235048715831825,0.0,0.06417858870483908,64.17858870483909,161.95498124799485,33.59780383831668,match market average with noise
19,A,2.397329628004023,0.0,0.07282712522936559,72.82712522936559,174.59062503471742,28.936374575986235,undercut cheapest competitor
19,B,2.6,0.0,0.059466796401396474,59.46679640139647,154.61367064363083,35.68007784083788,fixed cost-plus markup
19,C,2.4798197869827505,0.0,0.06706070984005452,67.06070984005453,166.29847519047607,32.17705551036701,match market average with noise
20,A,2.3558287976336127,0.0,0.07574762215602299,75.74762215602298,178.44842962742882,26.953185315382854,undercut cheapest competitor
20,B,2.6,0.0,0.0593371657512251,59.3371657512251,154.27663095318528,35.602299450735075,fixed cost-plus markup
20,C,2.4933514885409345,0.0,0.0660151566787828,66.0151566787828,164.5989891713061,32.5686758137405,match market average with noise
21,A,2.3686839141138876,0.0,0.07490627204069547,74.90627204069547,177.4292816490342,27.61673756764327,undercut cheapest competitor
21,B,2.6,0.0,0.05943727411930371,59.43727411930371,154.53691271018965,35.66236447158224,fixed cost-plus markup
21,C,2.5042683178864005,0.0,0.06540856558310987,65.40856558310986,163.80059850817685,32.98346734195712,match market average with noise
22,A,2.37905490199208,0.0,0.07372493255971584,73.72493255971584,175.3956622052275,27.945797085795817,undercut cheapest competitor
22,B,2.6,0.0,0.05910975334052014,59.10975334052014,153.68535868535238,35.4658520043121,fixed cost-plus markup
22,C,2.412119885650428,0.0,0.07132707980943474,71.32707980943475,172.04946759371268,29.395307974843178,match market average with noise
23,A,2.2915138913679063,0.0,0.08027182954335896,80.27182954335896,183.94401248412376,23.400353397405837,undercut cheapest competitor
23,B,2.6,0.0,0.0589643270998271,58.9643270998271,153.30725045955046,35.378596259896256,fixed cost-plus markup
23,C,2.4739789919289445,0.0,0.06688358987459088,66.88358987459088,165.4685962545293,31.701416505347538,match market average with noise
24,A,2.350280042332497,0.0,0.07601717300723196,76.01717300723196,178.6616445934339,26.62729857896997,undercut cheapest competitor
24,B,2.6,0.0,0.05921881531821335,59.21881531821335,153.9689198273547,35.53128919092801,fixed cost-plus markup
24,C,2.4697430970838288,0.0,0.06745739548698482,67.45739548698482,166.6024368512346,31.68764587726494,match market average with noise
25,A,2.346255942229637,0.0,0.07654533737883798,76.54533737883798,179.59495267507097,26.504277917395,undercut cheapest competitor
25,B,2.6,0.0,0.059390789355620706,59.390789355620704,154.41605232461384,35.634473613372435,fixed cost-plus markup
25,C,2.5183759841445448,0.0,0.06444184368949717,64.44184368949716,162.28879152162634,33.40510414263201,match market average with noise
26,A,2.3924571849373173,0.0,0.07306488834969395,73.06488834969394,174.80461709886816,28.674840399480274,undercut cheapest competitor
26,B,2.6,0.0,0.05937095375610953,59.370953756109536,154.3644797658848,35.62257225366572,fixed cost-plus markup
26,C,2.4612258116323464,0.0,0.06820918963373813,68.20918963373813,167.87821811708176,31.45983884960549,match market average with noise
27,A,2.338164521050729,0.0,0.0771026105067845,77.1026105067845,180.2785883673567,26.073367353787688,undercut cheapest competitor
27,B,2.6,0.0,0.059341070793867065,59.34107079386707,154.2867840640544,35.60464247632025,fixed cost-plus markup
27,C,2.5150301791721867,0.0,0.06460368681423245,64.60368681423245,162.48022202358285,33.27284839511796,match market average with noise
28,A,2.389278670213577,0.0,0.0733800939236668,73.3800939236668,175.325493230086,28.5653053827524,undercut cheapest competitor
28,B,2.6,0.0,0.0594378583377041,59.4378583377041,154.53843167803066,35.66271500262246,fixed cost-plus markup
28,C,2.4813394490165765,0.0,0.06692629371824003,66.92629371824003,166.0668527795393,32.214265343059225,match market average with noise
29,A,2.357272476565748,0.0,0.07584449727148887,75.84449727148888,178.7861459170467,27.097151374068943,undercut cheapest competitor
29,B,2.6,0.0,0.059498888530664255,59.49888853066425,154.69711017972708,35.69933311839857,fixed cost-plus markup
29,C,2.533671799704802,0.0,0.06357916564721659,63.57916564721659,161.08873904911297,33.93040775467979,match market average with noise
